Gene	n.vars	mean.s	fdr	Tissue
FAM117B	150	2.66825526447678	0.014299948105864	Ileum
FAM120C	2	13.39888951352	0.00770581655480984	Ileum
FAM126B	246	2.39156544691552	0.014299948105864	Ileum
FAM169B	153	1.82206365233281	0.00770581655480984	Ileum
FAM196A	9	3.1679989342601	0.00770581655480984	Ileum
FAM206A	53	2.82659285816663	0.014299948105864	Ileum
FAM217B	12	4.9564691924008	0.014299948105864	Ileum
FAM46C	28	2.85694341240647	0.00770581655480984	Ileum
FAM49B	11	5.70266642184628	0.00770581655480984	Ileum
FAM92A	82	2.18324794006936	0.0262063718497385	Ileum
FANCA	71	1.75665159104298	0.00770581655480984	Ileum
FBF1	47	1.74837769576904	0.0474081720430108	Ileum
FBXO34	106	2.50741371020566	0.0423752196836555	Ileum
FBXO9	117	3.04303867486322	0.00770581655480984	Ileum
FCHSD2	368	2.00300919898002	0.0203115479115479	Ileum
FGF1	53	1.48986686101549	0.0423752196836555	Ileum
FGFR3	212	2.62759835004407	0.00770581655480984	Ileum
FHL3	125	2.61642111388991	0.0371708633093525	Ileum
FMR1	28	3.5366719525416	0.0203115479115479	Ileum
FNIP1	186	2.56706060964198	0.0203115479115479	Ileum
FOXK1	192	2.4743747316398	0.00770581655480984	Ileum
FREM2	142	1.29442822540063	0.00770581655480984	Ileum
FRS3	32	2.86163547383422	0.0474081720430108	Ileum
FYB2	105	2.62252934786901	0.0474081720430108	Ileum
FYTTD1L	11	5.55984835340894	0.00770581655480984	Ileum
GAK	359	2.35849592866996	0.0262063718497385	Ileum
GALNTL6	5	4.57930458564706	0.0371708633093525	Ileum
GAREM1	458	2.06969657664072	0.0262063718497385	Ileum
GATB	81	2.89667984932699	0.00770581655480984	Ileum
GBGT1	36	2.03252220226737	0.0318051708217913	Ileum
GBP4L	6	5.90925379512654	0.014299948105864	Ileum
GDI1	74	2.97284184263986	0.0318051708217913	Ileum
GEMIN2	75	2.3148947650432	0.014299948105864	Ileum
GEMIN8	141	2.23426755124664	0.014299948105864	Ileum
GFOD1	114	2.53231654103283	0.0474081720430108	Ileum
GFRA1	293	1.2545626537931	0.0371708633093525	Ileum
GIMD1	32	2.57473219569973	0.0262063718497385	Ileum
GK2	138	2.63090053760935	0.0371708633093525	Ileum
GLA	40	2.90227366946445	0.0318051708217913	Ileum
GLMN	53	1.9775376584714	0.0423752196836555	Ileum
GMCL1	5	5.91428986770759	0.014299948105864	Ileum
GMDS	1272	2.03552081426694	0.0262063718497385	Ileum
GNB4	139	2.63534181691069	0.0371708633093525	Ileum
GNPTAB	239	2.59541327469005	0.00770581655480984	Ileum
GOLGA5	96	2.27493201655923	0.0474081720430108	Ileum
GPATCH2	8	5.80773355901157	0.00770581655480984	Ileum
GPATCH2L	149	2.25112911744434	0.014299948105864	Ileum
GPRIN3	144	2.57661284198545	0.014299948105864	Ileum
GRB2	13	5.86960017263131	0.014299948105864	Ileum
GRK3	251	2.39236254953831	0.014299948105864	Ileum
GRPEL2	26	3.78955833219631	0.00770581655480984	Ileum
GTF2H3	42	2.89905503510564	0.014299948105864	Ileum
GTF3C1	14	3.98519205096471	0.014299948105864	Ileum
GXYLT2	88	2.11909901542625	0.0203115479115479	Ileum
H1FX	3	9.65998126033482	0.00770581655480984	Ileum
H2AFY	232	2.47679882551952	0.0203115479115479	Ileum
HACD2	79	2.96688383356667	0.00770581655480984	Ileum
HBP1	85	2.86304383857014	0.014299948105864	Ileum
HCFC2	79	2.97747611600818	0.00770581655480984	Ileum
HDAC10	2	12.3207933714913	0.00770581655480984	Ileum
HEATR1	110	2.70478548936702	0.0203115479115479	Ileum
HECTD2	102	2.00594844591202	0.0371708633093525	Ileum
HEPACAM2	87	2.67375281016424	0.0203115479115479	Ileum
HEPH	3	7.28151041026635	0.0203115479115479	Ileum
HERPUD1	30	3.65808017087891	0.014299948105864	Ileum
HKDC1	54	2.64034223359314	0.00770581655480984	Ileum
HMGCS2	18	4.05351631758319	0.0371708633093525	Ileum
HNRNPH3	3	8.5602168348531	0.014299948105864	Ileum
HNRNPM	110	2.61740922847847	0.00770581655480984	Ileum
HPS3	104	2.56836418529448	0.0371708633093525	Ileum
HS3ST1	23	3.32959708962757	0.0474081720430108	Ileum
HSPA4L	149	2.48827899596815	0.0203115479115479	Ileum
HYAL3	8	5.13148243286864	0.0203115479115479	Ileum
ID3	3	7.79250790862984	0.0371708633093525	Ileum
IDUA	121	2.45031074987124	0.0203115479115479	Ileum
IFITM5	5	5.95115377412567	0.0203115479115479	Ileum
IFRD1	52	2.79441820785975	0.0474081720430108	Ileum
IFT140	12	3.05152741894313	0.0423752196836555	Ileum
IL15	129	2.64181369314809	0.014299948105864	Ileum
IL2RG	10	3.16743186700975	0.0371708633093525	Ileum
IL6ST	111	2.50328003667684	0.0474081720430108	Ileum
IMPA1	70	2.49332313693893	0.0318051708217913	Ileum
INTS13	142	2.61430537978968	0.014299948105864	Ileum
INVS	222	1.70119226133458	0.00770581655480984	Ileum
ITGA9	42	2.36562564644356	0.0423752196836555	Ileum
ITGAD	27	2.51492671552495	0.0423752196836555	Ileum
ITGB6	107	1.7029023688955	0.0262063718497385	Ileum
ITIH5	162	2.05082340841095	0.00770581655480984	Ileum
JPH2	49	1.34801813002565	0.0262063718497385	Ileum
KANK1	78	2.95324748326929	0.014299948105864	Ileum
KAT2B	116	2.48066429694451	0.0203115479115479	Ileum
KCNJ8	46	2.78571802308938	0.014299948105864	Ileum
KCNMA1	485	2.30959852591773	0.014299948105864	Ileum
KCNQ5	650	2.03785097180281	0.0371708633093525	Ileum
KCTD12B	10	3.88781548420577	0.0474081720430108	Ileum
KIAA0556	3	5.86809226102234	0.0474081720430108	Ileum
KIAA0895	75	1.50822519074158	0.00770581655480984	Ileum
KIAA0907	37	2.98799760747522	0.0262063718497385	Ileum
KIAA0930	249	2.15895757181978	0.0371708633093525	Ileum
KIAA1210	256	1.97826227522764	0.014299948105864	Ileum
KIAA1524	35	1.96402576952491	0.0371708633093525	Ileum
KICS2	44	3.02291656981279	0.00770581655480984	Ileum
KIF1BP	64	2.76293092286773	0.0318051708217913	Ileum
KIF2A	116	2.6069341630368	0.014299948105864	Ileum
KIF9	31	2.7678706660666	0.00770581655480984	Ileum
KLHL10	9	4.2890912141877	0.0318051708217913	Ileum
KLHL26	19	2.66756358540067	0.0318051708217913	Ileum
KMT2D	62	2.62876059162401	0.00770581655480984	Ileum
KNOP1	39	2.80009404515798	0.0203115479115479	Ileum
KY	114	2.46626977230094	0.014299948105864	Ileum
LACTB2	81	2.60916929756817	0.0474081720430108	Ileum
LAMP5	2	18.5746209633276	0.00770581655480984	Ileum
LAMTOR1	9	4.78578455637174	0.0203115479115479	Ileum
LAPTM5	47	3.06643518811042	0.0423752196836555	Ileum
LATS1	119	2.50377533437542	0.0318051708217913	Ileum
LCLAT1	485	2.28818351430932	0.00770581655480984	Ileum
LCMT1	52	2.26123833848488	0.0262063718497385	Ileum
LEF1	207	2.42281913481421	0.014299948105864	Ileum
LFNG	38	2.77737967593841	0.00770581655480984	Ileum
LIFR	3	7.27576058644435	0.0318051708217913	Ileum
LIN37	6	4.69430941058841	0.0474081720430108	Ileum
LIPE	8	5.25157011238105	0.0203115479115479	Ileum
LOC100857964	14	3.22956939115293	0.0474081720430108	Ileum
LOC100858626	18	3.28032885946108	0.014299948105864	Ileum
LOC100858925	13	3.40953285052028	0.0318051708217913	Ileum
LOC100858937	119	1.62282582491573	0.0262063718497385	Ileum
LOC100859822	2	17.6644164111562	0.0318051708217913	Ileum
LOC101747527	7	4.9180598413512	0.0203115479115479	Ileum
LOC101749278	41	2.45015768736524	0.014299948105864	Ileum
LOC101749511	16	1.89866377284381	0.0203115479115479	Ileum
LOC101749597	46	2.87580629006945	0.00770581655480984	Ileum
LOC101749837	18	3.43836850574826	0.0423752196836555	Ileum
LOC101750112	19	2.60290620361786	0.00770581655480984	Ileum
LOC101750560	12	3.40600091103493	0.0203115479115479	Ileum
LOC101750635	15	4.15898375570884	0.014299948105864	Ileum
LOC101750701	105	2.33633988169111	0.0203115479115479	Ileum
LOC101751319	3	7.25443228866652	0.0318051708217913	Ileum
LOC101751749	9	5.04085595590504	0.014299948105864	Ileum
LOC101751752	18	2.25563614435475	0.0474081720430108	Ileum
LOC101752260	5	4.57024037225009	0.014299948105864	Ileum
LOC107048987	8	6.50530944925903	0.00770581655480984	Ileum
LOC107049008	268	2.33560251919456	0.014299948105864	Ileum
LOC107049145	11	3.43367376672705	0.0318051708217913	Ileum
LOC107049267	5	6.5434430252779	0.0262063718497385	Ileum
LOC107049500	5	6.47016970235074	0.0203115479115479	Ileum
LOC107051263	4	6.96188594133257	0.014299948105864	Ileum
LOC107051565	30	2.28379895679029	0.0203115479115479	Ileum
LOC107051638	5	6.76223545277269	0.0203115479115479	Ileum
LOC107052216	10	6.42014001062105	0.00770581655480984	Ileum
LOC107052453	7	5.69206075104682	0.0203115479115479	Ileum
LOC107052950	4	7.9345575530242	0.014299948105864	Ileum
LOC107053166	4	7.44521098026172	0.0203115479115479	Ileum
LOC107053175	42	2.93743607631846	0.0371708633093525	Ileum
LOC107053358	35	2.922975155383	0.014299948105864	Ileum
LOC107053572	102	2.25193212930908	0.00770581655480984	Ileum
LOC107053666	11	2.05366537466593	0.0203115479115479	Ileum
LOC107053822	32	2.60403307148555	0.0318051708217913	Ileum
LOC107053912	197	2.65908125805496	0.00770581655480984	Ileum
LOC107053920	23	1.94965191066075	0.0318051708217913	Ileum
LOC107053927	20	3.3844885472082	0.0474081720430108	Ileum
LOC107054262	4	6.24342899686391	0.014299948105864	Ileum
LOC107054697	5	5.91928370069605	0.014299948105864	Ileum
LOC107054776	5	4.42539666120246	0.014299948105864	Ileum
LOC107055180	25	1.80656907987033	0.00770581655480984	Ileum
LOC107057175	3	5.37717397090445	0.00770581655480984	Ileum
LOC107057415	10	4.90216453178514	0.0203115479115479	Ileum
LOC107057545	4	6.62383589616855	0.00770581655480984	Ileum
LOC112529948	11	3.16803422213849	0.0262063718497385	Ileum
LOC112530139	3	7.35005912389648	0.00770581655480984	Ileum
LOC112530403	4	5.64927656984163	0.0423752196836555	Ileum
LOC112530431	37	2.84993385356041	0.0371708633093525	Ileum
LOC112531163	20	2.13134955727269	0.0262063718497385	Ileum
LOC112531211	25	3.29323744591817	0.00770581655480984	Ileum
LOC112531212	30	1.01262067885003	0.00770581655480984	Ileum
LOC112531236	6	6.92931618692567	0.00770581655480984	Ileum
LOC112531360	8	3.6402522444962	0.0203115479115479	Ileum
LOC112531584	132	2.52076353340957	0.0474081720430108	Ileum
LOC112532291	186	2.02006784330019	0.014299948105864	Ileum
LOC112532326	31	3.19316713896716	0.0423752196836555	Ileum
LOC112532831	32	2.90616302686626	0.014299948105864	Ileum
LOC112533354	57	2.8761913284783	0.00770581655480984	Ileum
LOC121106441	5	5.24653388112719	0.0203115479115479	Ileum
LOC121106462	3	10.5143770595341	0.00770581655480984	Ileum
LOC121106534	4	4.40106919576675	0.0318051708217913	Ileum
LOC121106685	6	5.44786318042425	0.014299948105864	Ileum
LOC121106719	13	4.05481722418857	0.00770581655480984	Ileum
LOC121106926	42	3.33472928422643	0.00770581655480984	Ileum
LOC121107125	29	3.33787126071436	0.014299948105864	Ileum
LOC121107222	4	8.70125070051043	0.014299948105864	Ileum
LOC121107266	73	2.60304635121758	0.00770581655480984	Ileum
LOC121107292	88	2.93779043635452	0.00770581655480984	Ileum
LOC121107294	69	2.93022942600384	0.0203115479115479	Ileum
LOC121107299	2	11.1363357168626	0.0203115479115479	Ileum
LOC121107315	3	9.06750781591567	0.0262063718497385	Ileum
LOC121107353	33	2.8796073949559	0.00770581655480984	Ileum
LOC121107464	14	2.89431060772206	0.0318051708217913	Ileum
LOC121107466	5	5.81242565188226	0.0262063718497385	Ileum
LOC121107500	12	4.70931595645	0.014299948105864	Ileum
LOC121107621	71	1.63060855424727	0.0203115479115479	Ileum
LOC121107760	9	4.39310467292273	0.014299948105864	Ileum
LOC121107797	12	3.13716521487594	0.0262063718497385	Ileum
LOC121108020	2	9.01293973290584	0.0474081720430108	Ileum
LOC121108245	3	7.21048537238643	0.0371708633093525	Ileum
LOC121108345	29	2.50490884185858	0.0423752196836555	Ileum
LOC121108499	9	6.26102708670558	0.00770581655480984	Ileum
LOC121108550	11	3.50583989594359	0.0423752196836555	Ileum
LOC121108760	4	6.48183601289048	0.014299948105864	Ileum
LOC121108771	2	6.21288494197126	0.0318051708217913	Ileum
LOC121108789	4	4.85824529472285	0.0318051708217913	Ileum
LOC121108856	8	5.87015115013336	0.014299948105864	Ileum
LOC121108939	5	4.04976595202458	0.014299948105864	Ileum
LOC121109244	10	3.67387634915004	0.014299948105864	Ileum
LOC121109913	31	3.66667853284374	0.00770581655480984	Ileum
LOC121109961	54	2.85940251563267	0.0203115479115479	Ileum
LOC121110055	4	8.82847957812965	0.00770581655480984	Ileum
LOC121110188	6	4.86982757344329	0.00770581655480984	Ileum
LOC121110246	24	3.99048980438744	0.00770581655480984	Ileum
LOC121110254	17	3.3094647242735	0.0318051708217913	Ileum
LOC121110474	21	3.47968170220372	0.0371708633093525	Ileum
LOC121110516	85	2.83193756519619	0.00770581655480984	Ileum
LOC121110748	77	2.73982004206685	0.00770581655480984	Ileum
LOC121110764	26	3.63208755967389	0.0203115479115479	Ileum
LOC121110925	113	2.60952118765936	0.0262063718497385	Ileum
LOC121111126	36	2.88074000265301	0.0423752196836555	Ileum
LOC121111333	39	3.53209157846324	0.014299948105864	Ileum
LOC121111353	59	2.97635283351094	0.0423752196836555	Ileum
LOC121111367	7	4.24851561206736	0.00770581655480984	Ileum
LOC121111459	15	2.60211200597256	0.0423752196836555	Ileum
LOC121111482	4	3.95095614099731	0.00770581655480984	Ileum
LOC121111651	3	7.38864018667802	0.0262063718497385	Ileum
LOC415472	202	1.84668647324934	0.00770581655480984	Ileum
LOC417962	20	4.01227289039488	0.00770581655480984	Ileum
LOC419322	57	1.38350097650775	0.0262063718497385	Ileum
LOC420486	52	2.76055499258306	0.014299948105864	Ileum
LOC420965	340	1.03892283584572	0.00770581655480984	Ileum
LOC421415	72	2.49733612879383	0.00770581655480984	Ileum
LOC422426	43	3.22046036755291	0.014299948105864	Ileum
LOC422901	90	2.65817301287057	0.00770581655480984	Ileum
LOC423967	43	2.42355057382905	0.014299948105864	Ileum
LOC426097	20	3.66681580685146	0.0203115479115479	Ileum
LOC428417	15	4.39724696518103	0.014299948105864	Ileum
LOC428525	22	2.56154676470433	0.0318051708217913	Ileum
LOC431653	12	3.77750376611244	0.0203115479115479	Ileum
LOC770936	32	2.40496243831484	0.0423752196836555	Ileum
LOC771657	62	2.33821959207367	0.0423752196836555	Ileum
LOC772071	133	2.65833148083467	0.0203115479115479	Ileum
LPXN	14	3.34571340055554	0.0203115479115479	Ileum
LRIG1	3	5.93122801242474	0.0474081720430108	Ileum
LRP5	458	2.26293138077657	0.00770581655480984	Ileum
LRPPRC	239	2.2933797401276	0.0371708633093525	Ileum
LRRC15	29	2.56431037723813	0.014299948105864	Ileum
LRRC3B	20	1.82038370979963	0.0262063718497385	Ileum
LRRC42	18	3.05323298105328	0.014299948105864	Ileum
LRRC8D	218	2.45330197634874	0.00770581655480984	Ileum
LYSMD4	62	2.09238312526379	0.0318051708217913	Ileum
MAEL	45	2.6866176138347	0.014299948105864	Ileum
MAGT1	36	2.78804907385452	0.014299948105864	Ileum
MANSC1	32	2.49764540007354	0.00770581655480984	Ileum
MAP2K1	43	3.05744791202354	0.014299948105864	Ileum
MAP2K2	40	2.83249030363478	0.0371708633093525	Ileum
MAP2K4	446	2.24370763616981	0.0262063718497385	Ileum
MAPK4	3	7.08354352545145	0.014299948105864	Ileum
MARCH8	397	2.24681557327255	0.0423752196836555	Ileum
MAZ	20	4.04950922513618	0.0318051708217913	Ileum
MBNL3	101	2.71118136309603	0.0318051708217913	Ileum
MBOAT1	323	2.31689376305002	0.0262063718497385	Ileum
MCF2	222	1.95364617250095	0.0318051708217913	Ileum
MCMDC2	45	2.01381504286567	0.0262063718497385	Ileum
MCU	8	4.71318432973631	0.0203115479115479	Ileum
MECR	25	3.52206396928835	0.00770581655480984	Ileum
MED27	510	2.11608195151984	0.0371708633093525	Ileum
MED7	14	3.82028875986011	0.0474081720430108	Ileum
MFSD1	61	2.41557867150601	0.0203115479115479	Ileum
MFSD4A	77	1.73919703777706	0.014299948105864	Ileum
MGAT5B	124	2.42587563716904	0.00770581655480984	Ileum
MIB1	414	2.23236765599824	0.00770581655480984	Ileum
MICAL2	602	2.0078827750486	0.0262063718497385	Ileum
MIEF2	22	3.53105535456227	0.0203115479115479	Ileum
MIEN1	7	3.23956678583917	0.0262063718497385	Ileum
MIGA2	56	2.51942598531564	0.0262063718497385	Ileum
MIOS	72	2.82241116226279	0.00770581655480984	Ileum
MITD1	21	2.9314709607026	0.0474081720430108	Ileum
MLH3	74	2.50061133373692	0.0371708633093525	Ileum
MLKL	13	2.96180597039409	0.00770581655480984	Ileum
MLXIP	201	2.45081600398783	0.0371708633093525	Ileum
MMADHC	89	2.85863083184846	0.014299948105864	Ileum
MMRN2	79	2.66593449735343	0.00770581655480984	Ileum
MNS1	21	3.2363357775054	0.0203115479115479	Ileum
MON2	253	2.44730650478015	0.0262063718497385	Ileum
MPHOSPH6	50	3.34496313801044	0.014299948105864	Ileum
MPHOSPH8	68	2.57122576335671	0.0203115479115479	Ileum
MPP7	489	2.03610177697446	0.0262063718497385	Ileum
MPPE1	55	2.6044791413268	0.00770581655480984	Ileum
MRPL2	8	3.45107927905206	0.0474081720430108	Ileum
MSN	4	7.94632558659416	0.0262063718497385	Ileum
MTA1	311	2.39329938945433	0.00770581655480984	Ileum
MTCL1	320	2.0003521306193	0.00770581655480984	Ileum
MTG1	5	5.21080594431681	0.0423752196836555	Ileum
MTM1	68	2.90591651165379	0.014299948105864	Ileum
MUM1L1	33	2.44556795244023	0.0262063718497385	Ileum
MXRA5	75	3.0517460214776	0.014299948105864	Ileum
MYLK3	211	2.41488162371826	0.0203115479115479	Ileum
MYMX	5	4.40349238665255	0.014299948105864	Ileum
MYO9A	4	4.34881913371158	0.0423752196836555	Ileum
NAA50	99	2.69435147043825	0.00770581655480984	Ileum
NADK	91	2.82298267146249	0.00770581655480984	Ileum
NCK1	488	2.31669514812767	0.0203115479115479	Ileum
NCKAP1	97	2.71670412670395	0.0371708633093525	Ileum
NCOA7	437	1.98119620637277	0.0203115479115479	Ileum
NDFIP1	69	2.61241578975763	0.0203115479115479	Ileum
NDUFAF4	24	3.23745404302558	0.014299948105864	Ileum
NFKB1	331	2.35533784603127	0.014299948105864	Ileum
NGB	3	7.4881274117831	0.0423752196836555	Ileum
NIPAL2	187	1.96827308073728	0.0318051708217913	Ileum
NIPSNAP2	67	2.9040594447886	0.0203115479115479	Ileum
NMI	3	7.27542874260954	0.00770581655480984	Ileum
NOD1	86	2.29148034237306	0.0262063718497385	Ileum
NOL10	112	2.47876955919529	0.0371708633093525	Ileum
NPAT	78	2.37083688318093	0.00770581655480984	Ileum
NR1D2	69	2.81798363297648	0.0423752196836555	Ileum
NR5A2	405	2.34895436993417	0.00770581655480984	Ileum
NSUN6	74	1.92927676501921	0.00770581655480984	Ileum
NT5C3A	129	2.68563416941461	0.00770581655480984	Ileum
NTHL1	25	2.68043363462197	0.014299948105864	Ileum
NUDT9	125	2.4452390446596	0.0262063718497385	Ileum
NUFIP2	86	1.82298115400758	0.0474081720430108	Ileum
NUP58	112	2.36070583560338	0.00770581655480984	Ileum
NXF1	6	4.63123585461932	0.0474081720430108	Ileum
OXR1	2	10.3978793339	0.0474081720430108	Ileum
P4HA2	130	2.68694079351734	0.0203115479115479	Ileum
PACS2	310	2.0798271901265	0.0423752196836555	Ileum
PAM	7	5.93800347287677	0.0262063718497385	Ileum
PAPD5	171	2.56773291107265	0.014299948105864	Ileum
PAQR8	57	2.35779778700283	0.0318051708217913	Ileum
PARL	61	2.84693991442525	0.0371708633093525	Ileum
PARP16	16	4.04084250443524	0.00770581655480984	Ileum
PARP3	5	5.89437124678136	0.0474081720430108	Ileum
PCCB	2	7.49250197256206	0.0474081720430108	Ileum
PCGF6	109	2.69872955288599	0.00770581655480984	Ileum
PCK1	33	3.66978031276414	0.0371708633093525	Ileum
PCK2	13	3.80616297647655	0.014299948105864	Ileum
PCM1	99	2.37128748704863	0.0203115479115479	Ileum
PCOLCE2	60	2.54691894806057	0.00770581655480984	Ileum
PCYT1A	45	2.70676135614034	0.00770581655480984	Ileum
PDP1	40	2.7294510919636	0.0262063718497385	Ileum
PDS5A	381	2.23919057913742	0.0371708633093525	Ileum
PDSS1	119	2.57695321747482	0.00770581655480984	Ileum
PECR	82	2.32713758370175	0.014299948105864	Ileum
PEF1	18	3.77523621919551	0.00770581655480984	Ileum
PEPD	710	2.34344031607172	0.00770581655480984	Ileum
PERPB	64	3.00487013466871	0.0474081720430108	Ileum
PFKFB3	175	2.35525625724886	0.00770581655480984	Ileum
PFKP	116	2.38247670072298	0.0423752196836555	Ileum
PGC	25	3.42461208795592	0.0262063718497385	Ileum
PHF20	282	2.40034912453457	0.0203115479115479	Ileum
PIAS3	16	2.55302813836739	0.0203115479115479	Ileum
PID1	156	2.4619010019363	0.00770581655480984	Ileum
PIP4P1	11	4.0496462960505	0.0203115479115479	Ileum
PIPOX	15	3.54141672725681	0.0203115479115479	Ileum
PITPNC1	14	3.86724140064945	0.0371708633093525	Ileum
PKD2	31	2.42969256748371	0.0423752196836555	Ileum
PKP3	18	3.37646207953296	0.0203115479115479	Ileum
PLEKHH3	9	3.69838330127537	0.00770581655480984	Ileum
PLXDC1	25	2.47448668195536	0.0474081720430108	Ileum
PLXNC1	277	2.25551619434416	0.0262063718497385	Ileum
POLD2	15	2.99525348397849	0.0423752196836555	Ileum
POLR3A	117	2.16978812917102	0.0423752196836555	Ileum
PPFIBP2	268	2.35973213950817	0.00770581655480984	Ileum
PPM1A	2	10.6297235360054	0.0203115479115479	Ileum
PPP2R5E	297	2.30553832234089	0.0423752196836555	Ileum
PPP4R2	118	2.71938186357862	0.014299948105864	Ileum
PQLC2L	30	2.1379814469188	0.0423752196836555	Ileum
PRDM4	65	1.95161293478455	0.0371708633093525	Ileum
PRDX3	34	3.59523382696524	0.0203115479115479	Ileum
PRKCD	163	2.49692830930684	0.0262063718497385	Ileum
PRR15	27	4.56959707032608	0.0203115479115479	Ileum
PSMD10	7	5.32518662054232	0.014299948105864	Ileum
PTBP1	183	2.54466996564972	0.00770581655480984	Ileum
PTGES	7	4.04459746909134	0.0371708633093525	Ileum
PTP4A3	9	3.76464331499284	0.0203115479115479	Ileum
PTPN2	157	2.46825370550209	0.0203115479115479	Ileum
PTPN4	500	2.33106656609447	0.00770581655480984	Ileum
PTPN6	50	2.93591604568205	0.0318051708217913	Ileum
PTPRG	887	2.01200370236224	0.00770581655480984	Ileum
PTTG1IP2	2	11.039013827773	0.00770581655480984	Ileum
PUF60	101	2.50961762732644	0.014299948105864	Ileum
PUSL1	76	2.44563022334255	0.0203115479115479	Ileum
RAB10	7	6.29505018523311	0.0203115479115479	Ileum
RAB20	83	2.523925650377	0.0203115479115479	Ileum
RAI2	185	2.55188758753386	0.00770581655480984	Ileum
RAPGEF2	792	2.16677942590178	0.0262063718497385	Ileum
RAPH1	458	2.24707692502579	0.0474081720430108	Ileum
RARRES1	38	3.71587681955017	0.0371708633093525	Ileum
RASGRP3	140	2.41011064011237	0.00770581655480984	Ileum
RASSF6	129	1.78881360445681	0.0203115479115479	Ileum
RBMS1	541	2.2546619316583	0.014299948105864	Ileum
RC3H1	299	2.42718892292684	0.00770581655480984	Ileum
RCSD1	291	2.3849382297342	0.014299948105864	Ileum
RHCE	47	2.81979665146496	0.00770581655480984	Ileum
RIN2	283	2.57364753547509	0.00770581655480984	Ileum
RMND1	158	2.72527326227791	0.00770581655480984	Ileum
RNASEH2B	183	2.24116836902761	0.0423752196836555	Ileum
RNASEL	21	3.06391462487945	0.0318051708217913	Ileum
RNF126	37	2.69874855669226	0.0371708633093525	Ileum
RNF144A	291	2.27669869009934	0.00770581655480984	Ileum
ROCK2	284	2.2578798730132	0.0318051708217913	Ileum
ROS1	118	2.7644443690664	0.00770581655480984	Ileum
RP1-27O5.3	2	9.66561886322038	0.00770581655480984	Ileum
RPF2	100	2.72055914203844	0.00770581655480984	Ileum
RPGR	183	1.76963289994237	0.014299948105864	Ileum
RPL15	38	3.21956418126491	0.0203115479115479	Ileum
RPL21	36	2.97115318527972	0.0371708633093525	Ileum
RPL7	47	3.43901629005417	0.014299948105864	Ileum
RPS2	19	4.76831199191303	0.00770581655480984	Ileum
RPS24	40	4.38013033002149	0.00770581655480984	Ileum
RRAS	41	3.22764912024044	0.0203115479115479	Ileum
RRM1	18	2.10319236272782	0.0371708633093525	Ileum
RRS1	9	5.06981528411864	0.0203115479115479	Ileum
RSAD1	76	2.73251743929873	0.0262063718497385	Ileum
RSRP1	3	7.81015980444872	0.014299948105864	Ileum
RTCB	86	2.35677042580945	0.0423752196836555	Ileum
RTKN	6	3.1679458241178	0.0203115479115479	Ileum
RUBCNL	27	3.88800806760436	0.00770581655480984	Ileum
RUNX2	292	1.78627666368066	0.0371708633093525	Ileum
RUNX3	164	2.4082577803202	0.014299948105864	Ileum
SAP30BP	104	2.57417220586495	0.00770581655480984	Ileum
SCN9A	31	1.87194396599506	0.0203115479115479	Ileum
SDCBP	70	3.25297290772079	0.00770581655480984	Ileum
SEC24B	294	2.37593503515636	0.00770581655480984	Ileum
SEC24C	195	2.73998347786655	0.00770581655480984	Ileum
SELENOO	88	2.53653623137734	0.014299948105864	Ileum
SELP	27	3.40159080861304	0.00770581655480984	Ileum
SEMA7A	98	2.4174704511083	0.0203115479115479	Ileum
SEPTIN9	335	2.06030477961079	0.0423752196836555	Ileum
SETDB1	23	2.40556699707403	0.0262063718497385	Ileum
SFI1	143	2.20463810738407	0.0262063718497385	Ileum
SI	236	2.49778444231258	0.0423752196836555	Ileum
SIN3B	26	2.96174247410928	0.00770581655480984	Ileum
SKI	251	2.33145932803008	0.0318051708217913	Ileum
SLC10A7	229	2.18242381964334	0.014299948105864	Ileum
SLC12A9	60	2.43770396485457	0.014299948105864	Ileum
SLC16A9	85	2.78401373367925	0.00770581655480984	Ileum
SLC25A12	243	2.36285982864278	0.00770581655480984	Ileum
SLC26A1	78	2.6348489990867	0.0203115479115479	Ileum
SLC35E3	35	3.34776477413239	0.014299948105864	Ileum
SLC35F5	109	2.90692491401313	0.00770581655480984	Ileum
SLC37A4	15	3.73911835501044	0.0262063718497385	Ileum
SLC43A2	119	2.71438158195187	0.0203115479115479	Ileum
SLC7A6OS	2	8.45125289859048	0.00770581655480984	Ileum
SLF2	156	2.42188056010629	0.00770581655480984	Ileum
SLX4	19	2.78760482336816	0.014299948105864	Ileum
SMAD3	105	2.63334528457421	0.0262063718497385	Ileum
SMARCA2	6	9.65179660818758	0.00770581655480984	Ileum
SMIM24	4	6.70131140486415	0.00770581655480984	Ileum
SMIM7	18	3.98939600273366	0.014299948105864	Ileum
SMURF1	58	2.75461319558117	0.00770581655480984	Ileum
SNRK	89	2.79709184578948	0.014299948105864	Ileum
SNX33	5	8.03617785794043	0.00770581655480984	Ileum
SORBS2	539	2.0831806803142	0.014299948105864	Ileum
SOS2	13	3.73299500710233	0.0474081720430108	Ileum
SPATA7	111	2.58868097470602	0.014299948105864	Ileum
SPG20	3	7.18695618597558	0.00770581655480984	Ileum
SPR	4	5.29279887903896	0.0262063718497385	Ileum
SRD5A3	27	2.39727025553369	0.0318051708217913	Ileum
SREBF2	72	2.92669585772545	0.00770581655480984	Ileum
SRGAP3	14	3.70545606765951	0.00770581655480984	Ileum
